# IVD_Sequences
#
# History:
#
# 2014-05-16 Combined registration of the Moji_Joho collection and of
#            sequences in that collection.
#
# 2012-07-02 File restored due to corruption on the server.
#
# 2012-03-02 Registration of additional sequences in the Adobe-Japan1
#            collection. Registration of additional sequences in the
#            Hanyo-Denshi collection.
#
# 2010-11-14 Combined registration of the Hanyo-Denshi collection and of
#            sequences in that collection.
#
# 2007-12-14 Combined registration of the Adobe-Japan1 collection and of
#            sequences in that collection.
#
# This file is part of the Unicode Ideographic Variation Database (IVD).
# For more details on the IVD, see UTS #37:
# http://www.unicode.org/reports/tr37/
#
# Copyright 2006-2014 Unicode, Inc.
# For terms of use, see: http://www.unicode.org/terms_of_use.html
#
3402 E0100; Adobe-Japan1; CID+13698
8CAC E0100; Adobe-Japan1; CID+2681
8CAD E0100; Adobe-Japan1; CID+6757
8CAE E0100; Adobe-Japan1; CID+6762
8CAF E0100; Adobe-Japan1; CID+2999
8CB0 E0100; Adobe-Japan1; CID+3823
8CB2 E0100; Adobe-Japan1; CID+6760
8CB3 E0100; Adobe-Japan1; CID+6761
8CB4 E0100; Adobe-Japan1; CID+1608
8CB6 E0100; Adobe-Japan1; CID+6763
8CB7 E0100; Adobe-Japan1; CID+3353
8CB8 E0100; Adobe-Japan1; CID+2879
8CB9 E0100; Adobe-Japan1; CID+22585
8CBA E0100; Adobe-Japan1; CID+19827
8CBB E0100; Adobe-Japan1; CID+3461
8CBC E0100; Adobe-Japan1; CID+3127
8CBD E0100; Adobe-Japan1; CID+6759
8CBF E0100; Adobe-Japan1; CID+3701
8CBF E0101; Hanyo-Denshi; JA4339
8CBF E0101; Moji_Joho; MJ025035
8CBF E0102; Hanyo-Denshi; KS416200
8CBF E0102; Moji_Joho; MJ058784
8CC0 E0100; Adobe-Japan1; CID+1388
8CC1 E0100; Adobe-Japan1; CID+6765
8CC1 E0101; Hanyo-Denshi; JA7644
8CC1 E0101; Moji_Joho; MJ025037
8CC1 E0102; Hanyo-Denshi; KS416670
8CC1 E0102; Moji_Joho; MJ025038
8CC2 E0100; Adobe-Japan1; CID+4046
8CC3 E0100; Adobe-Japan1; CID+3038
8CC4 E0100; Adobe-Japan1; CID+4075
8CC5 E0100; Adobe-Japan1; CID+19828
8CC5 E0101; Hanyo-Denshi; JB6312
8CC5 E0101; Moji_Joho; MJ025042
8CC5 E0102; Hanyo-Denshi; KS417080
8CC5 E0102; Moji_Joho; MJ025043
8CC6 E0100; Adobe-Japan1; CID+22586
8CC6 E0101; Hanyo-Denshi; JB6313
8CC6 E0102; Hanyo-Denshi; TK01086860
8CC7 E0100; Adobe-Japan1; CID+2239
8CC7 E0101; Adobe-Japan1; CID+13797
8CC7 E0102; Adobe-Japan1; CID+13798
8CC7 E0103; Hanyo-Denshi; JA2781
8CC7 E0103; Moji_Joho; MJ025047
8CC7 E0104; Hanyo-Denshi; JTBBC5
8CC7 E0104; Moji_Joho; MJ025046
8CC8 E0100; Adobe-Japan1; CID+6764
8CC9 E0100; Adobe-Japan1; CID+19829
8CCA E0100; Adobe-Japan1; CID+2833
8CCA E0101; Adobe-Japan1; CID+13900
8CCA E0102; Adobe-Japan1; CID+20223
8CCA E0103; Hanyo-Denshi; JA3417
8CCA E0103; Moji_Joho; MJ025051
8CCA E0104; Hanyo-Denshi; JTBBC6
8CCA E0104; Moji_Joho; MJ025050
8CCB E0100; Adobe-Japan1; CID+22587
8CCB E0101; Moji_Joho; MJ025052
8CCB E0102; Moji_Joho; MJ025053
8CCD E0100; Adobe-Japan1; CID+6781
8CCE E0100; Adobe-Japan1; CID+2730
8CCF E0100; Adobe-Japan1; CID+22588
8CD1 E0100; Adobe-Japan1; CID+3280
8CD2 E0100; Adobe-Japan1; CID+19830
8CD3 E0100; Adobe-Japan1; CID+13380
8CD3 E0101; Adobe-Japan1; CID+3522
8CD3 E0102; Hanyo-Denshi; JA4148
8CD3 E0102; Moji_Joho; MJ025062
8CD3 E0103; Hanyo-Denshi; JC9224
8CD3 E0103; Moji_Joho; MJ030299
8CD3 E0104; Moji_Joho; MJ030300
8CD4 E0100; Hanyo-Denshi; IP8CD4
8CD4 E0100; Moji_Joho; MJ025063
8CD4 E0101; Hanyo-Denshi; KS417120
8CD4 E0101; Moji_Joho; MJ058790
8CD5 E0100; Adobe-Japan1; CID+18715
8CD6 E0100; Adobe-Japan1; CID+18714
8CD9 E0100; Adobe-Japan1; CID+15154
8CDA E0100; Adobe-Japan1; CID+6768
8CDB E0100; Adobe-Japan1; CID+2189
8CDC E0100; Adobe-Japan1; CID+2240
8CDD E0100; Adobe-Japan1; CID+22589
8CDE E0100; Adobe-Japan1; CID+2502
8CE0 E0100; Adobe-Japan1; CID+3355
8CE1 E0100; Adobe-Japan1; CID+15155
8CE2 E0100; Adobe-Japan1; CID+1889
8CE3 E0100; Adobe-Japan1; CID+6767
8CE4 E0100; Adobe-Japan1; CID+6766
8CE6 E0100; Adobe-Japan1; CID+3548
8CE8 E0100; Adobe-Japan1; CID+22590
8CEA E0100; Adobe-Japan1; CID+2285
8CEC E0100; Adobe-Japan1; CID+19831
8CED E0100; Adobe-Japan1; CID+3148
8CED E0101; Adobe-Japan1; CID+7756
8CED E0102; Hanyo-Denshi; JA3750
8CED E0102; Moji_Joho; MJ025087
8CED E0103; Hanyo-Denshi; FT1876
8CED E0103; Moji_Joho; MJ025088
8CEE E0100; Hanyo-Denshi; IP8CEE
8CEE E0101; Hanyo-Denshi; TK01087100
8CEF E0100; Adobe-Japan1; CID+22591
8CF0 E0100; Adobe-Japan1; CID+8626
8CF1 E0100; Adobe-Japan1; CID+18717
8CF2 E0100; Adobe-Japan1; CID+22592
8CF2 E0101; Hanyo-Denshi; JB6326
8CF2 E0101; Moji_Joho; MJ025093
8CF2 E0102; Hanyo-Denshi; IB2965
8CF2 E0102; Moji_Joho; MJ025094
8CF4 E0100; Adobe-Japan1; CID+8627
8CF5 E0100; Adobe-Japan1; CID+19832
8CF7 E0100; Adobe-Japan1; CID+19833
8CF8 E0100; Adobe-Japan1; CID+15156
8CFA E0100; Adobe-Japan1; CID+6770
8CFA E0101; Hanyo-Denshi; JA7649
8CFA E0101; Moji_Joho; MJ025102
8CFA E0102; Hanyo-Denshi; FT2562
8CFA E0102; Moji_Joho; MJ025103
8CFB E0100; Adobe-Japan1; CID+6771
8CFB E0101; Hanyo-Denshi; JA7650
8CFB E0101; Moji_Joho; MJ025104
8CFB E0102; Hanyo-Denshi; FT2563
8CFB E0102; Moji_Joho; MJ025105
8CFC E0100; Adobe-Japan1; CID+2026
8CFC E0101; Adobe-Japan1; CID+13446
8CFC E0102; Adobe-Japan1; CID+13774
8CFC E0103; Hanyo-Denshi; JA2556
8CFC E0103; Moji_Joho; MJ025107
8CFC E0104; Hanyo-Denshi; JTBBCE
8CFC E0104; Moji_Joho; MJ025106
8CFC E0105; Moji_Joho; MJ025108
8CFD E0100; Adobe-Japan1; CID+6769
8CFE E0100; Adobe-Japan1; CID+15157
8CFE E0101; Hanyo-Denshi; JB6330
8CFE E0102; Hanyo-Denshi; TK01087200
8CFF E0100; Adobe-Japan1; CID+22593
8D01 E0100; Adobe-Japan1; CID+19834
8D03 E0100; Adobe-Japan1; CID+19835
8D04 E0100; Adobe-Japan1; CID+6772
8D05 E0100; Adobe-Japan1; CID+6773
8D05 E0101; Adobe-Japan1; CID+13602
8D05 E0102; Hanyo-Denshi; JA7652
8D05 E0102; Moji_Joho; MJ025118
8D05 E0103; Hanyo-Denshi; FT1735
8D05 E0103; Moji_Joho; MJ025119
8D07 E0100; Adobe-Japan1; CID+6775
8D08 E0100; Adobe-Japan1; CID+2819
8D08 E0101; Adobe-Japan1; CID+13364
8D08 E0102; Hanyo-Denshi; JA3403
8D08 E0103; Hanyo-Denshi; JC9229
8D09 E0100; Adobe-Japan1; CID+18719
8D09 E0101; Hanyo-Denshi; JB6334
8D09 E0101; Moji_Joho; MJ025123
8D09 E0102; Hanyo-Denshi; KS418990
8D09 E0102; Moji_Joho; MJ025124
8D0A E0100; Adobe-Japan1; CID+6774
8D0A E0101; Moji_Joho; MJ025125
8D0A E0102; Moji_Joho; MJ025126
8D0B E0100; Adobe-Japan1; CID+1570
8D0D E0100; Adobe-Japan1; CID+6777
8D0E E0100; Adobe-Japan1; CID+18720
8D0E E0101; Hanyo-Denshi; JD8920
8D0E E0101; Moji_Joho; MJ025129
8D0E E0102; Hanyo-Denshi; KS419020
8D0E E0102; Moji_Joho; MJ025130
8D0F E0100; Adobe-Japan1; CID+6776
8D0F E0101; Adobe-Japan1; CID+13603
8D0F E0102; Hanyo-Denshi; JA7655
8D0F E0102; Moji_Joho; MJ025132
8D0F E0103; Hanyo-Denshi; KS419050
8D0F E0103; Moji_Joho; MJ025131
8D0F E0104; Hanyo-Denshi; JTBBD9
8D0F E0104; Moji_Joho; MJ025134
8D0F E0105; Hanyo-Denshi; FT1736
8D0F E0105; Moji_Joho; MJ025133
8D10 E0100; Adobe-Japan1; CID+6778
8D10 E0101; Hanyo-Denshi; JA7657
8D10 E0101; Moji_Joho; MJ025135
8D10 E0102; Hanyo-Denshi; JTBBDD
8D10 E0102; Moji_Joho; MJ025136
8D11 E0100; Hanyo-Denshi; IP8D11
8D11 E0100; Moji_Joho; MJ025137
8D11 E0101; Hanyo-Denshi; KS419240
8D11 E0101; Moji_Joho; MJ025138
8D12 E0100; Adobe-Japan1; CID+8628
8D13 E0100; Adobe-Japan1; CID+6780
8D13 E0101; Moji_Joho; MJ025140
8D13 E0102; Moji_Joho; MJ025141
8D14 E0100; Adobe-Japan1; CID+6782
8D16 E0100; Adobe-Japan1; CID+6783
8D17 E0100; Adobe-Japan1; CID+19836
8D1B E0100; Adobe-Japan1; CID+15158
8D1B E0101; Hanyo-Denshi; JB6337
8D1B E0101; Moji_Joho; MJ025149
8D1B E0102; Hanyo-Denshi; JTBBDF
8D1B E0102; Moji_Joho; MJ025150
8D1B E0103; Hanyo-Denshi; TK01087340
8D1C E0100; Adobe-Japan1; CID+19837
8D1C E0101; Hanyo-Denshi; IP8D1C
8D1C E0101; Moji_Joho; MJ025152
8D1C E0102; Hanyo-Denshi; JTBBE0
8D1C E0102; Moji_Joho; MJ025153
8D1C E0103; Hanyo-Denshi; KS419540
8D1C E0103; Moji_Joho; MJ025154
8D64 E0100; Adobe-Japan1; CID+2682
8D65 E0100; Adobe-Japan1; CID+22594
8D66 E0100; Adobe-Japan1; CID+2299
8D67 E0100; Adobe-Japan1; CID+6784
8D67 E0101; Adobe-Japan1; CID+20224
8D69 E0100; Adobe-Japan1; CID+15159
8D6B E0100; Adobe-Japan1; CID+1456
8D6B E0101; Hanyo-Denshi; JA1950
8D6B E0102; Hanyo-Denshi; TK01087360
8D6C E0100; Adobe-Japan1; CID+15160
8D6D E0100; Adobe-Japan1; CID+6785
8D6D E0101; Hanyo-Denshi; JA7664
8D6D E0101; Moji_Joho; MJ025165
8D6D E0102; Hanyo-Denshi; FT2564
8D6D E0102; Moji_Joho; MJ025166
8D6E E0100; Adobe-Japan1; CID+19838
8D70 E0100; Adobe-Japan1; CID+2808
8D70 E0101; Adobe-Japan1; CID+13894
8D71 E0100; Adobe-Japan1; CID+6786
8D73 E0100; Adobe-Japan1; CID+6787
8D73 E0101; Adobe-Japan1; CID+14222
8D73 E0102; Hanyo-Denshi; JA7666
8D73 E0102; Moji_Joho; MJ025174
8D73 E0103; Hanyo-Denshi; KS420070
8D73 E0103; Moji_Joho; MJ025172
8D73 E0104; Moji_Joho; MJ025173
8D74 E0100; Adobe-Japan1; CID+3549
8D76 E0100; Adobe-Japan1; CID+8629
8D77 E0100; Adobe-Japan1; CID+1609
8D77 E0101; Adobe-Japan1; CID+13704
8D77 E0102; Hanyo-Denshi; JA2115
8D77 E0102; Moji_Joho; MJ025178
8D77 E0103; Hanyo-Denshi; JTBBE3S
8D77 E0103; Moji_Joho; MJ025179
8D7F E0100; Adobe-Japan1; CID+22595
8D81 E0100; Adobe-Japan1; CID+6788
8D82 E0100; Adobe-Japan1; CID+22596
8D82 E0101; Hanyo-Denshi; JB6343
8D82 E0101; Moji_Joho; MJ025190
8D82 E0102; Hanyo-Denshi; KS420850
8D82 E0102; Moji_Joho; MJ025191
8D84 E0100; Adobe-Japan1; CID+15161
8D85 E0100; Adobe-Japan1; CID+3026
8D88 E0100; Adobe-Japan1; CID+22597
8D8A E0100; Adobe-Japan1; CID+1277
8D8D E0100; Adobe-Japan1; CID+15162
8D90 E0100; Adobe-Japan1; CID+22598
8D91 E0100; Adobe-Japan1; CID+19839
8D95 E0100; Adobe-Japan1; CID+15163
8D99 E0100; Adobe-Japan1; CID+6789
8D99 E0101; Adobe-Japan1; CID+14223
8D99 E0102; Hanyo-Denshi; JA7668
8D99 E0102; Moji_Joho; MJ025213
8D99 E0103; Hanyo-Denshi; FT2565S
8D99 E0103; Moji_Joho; MJ025214
8D9E E0100; Adobe-Japan1; CID+22599
8D9F E0100; Adobe-Japan1; CID+19840
8DA0 E0100; Adobe-Japan1; CID+22600
8DA3 E0100; Adobe-Japan1; CID+2333
8DA6 E0100; Adobe-Japan1; CID+15164
8DA8 E0100; Adobe-Japan1; CID+2620
8DA9 E0100; Hanyo-Denshi; KS422630
8DA9 E0100; Moji_Joho; MJ025230
8DA9 E0101; Hanyo-Denshi; KS422650
8DA9 E0101; Moji_Joho; MJ025231
8DAB E0100; Adobe-Japan1; CID+19841
8DAC E0100; Adobe-Japan1; CID+22601
8DAF E0100; Adobe-Japan1; CID+17134
8DAF E0101; Hanyo-Denshi; JB6356
8DAF E0101; Moji_Joho; MJ025237
8DAF E0102; Hanyo-Denshi; JTBBE9
8DAF E0102; Moji_Joho; MJ025238
8DB2 E0100; Adobe-Japan1; CID+19842
8DB3 E0100; Adobe-Japan1; CID+2829
8DB5 E0100; Adobe-Japan1; CID+22602
8DB7 E0100; Adobe-Japan1; CID+22603
8DB9 E0100; Adobe-Japan1; CID+22604
8DB9 E0101; Moji_Joho; MJ025245
8DB9 E0102; Moji_Joho; MJ025246
8DBA E0100; Adobe-Japan1; CID+6792
8DBB E0100; Adobe-Japan1; CID+22605
8DBC E0100; Adobe-Japan1; CID+22613
8DBC E0101; Hanyo-Denshi; JB6379
8DBC E0101; Moji_Joho; MJ025250
8DBC E0102; Hanyo-Denshi; KS423700
8DBC E0102; Moji_Joho; MJ025249
8DBE E0100; Adobe-Japan1; CID+6791
8DC0 E0100; Adobe-Japan1; CID+22606
8DC2 E0100; Adobe-Japan1; CID+6790
8DC5 E0100; Adobe-Japan1; CID+22607
8DC6 E0100; Adobe-Japan1; CID+15165
8DC7 E0100; Adobe-Japan1; CID+22608
8DC7 E0101; Moji_Joho; MJ025260
8DC7 E0102; Moji_Joho; MJ025261
8DC8 E0100; Adobe-Japan1; CID+18721
8DCA E0100; Adobe-Japan1; CID+22609
8DCB E0100; Adobe-Japan1; CID+6798
8DCB E0101; Hanyo-Denshi; JA7677
8DCB E0101; Moji_Joho; MJ025265
8DCB E0102; Hanyo-Denshi; JTBBEA
8DCB E0102; Moji_Joho; MJ025266
8DCC E0100; Adobe-Japan1; CID+6796
8DCE E0100; Adobe-Japan1; CID+15166
8DCF E0100; Adobe-Japan1; CID+6793
8DD1 E0100; Adobe-Japan1; CID+17135
8DD1 E0101; Hanyo-Denshi; JB6369
8DD1 E0102; Hanyo-Denshi; TK01087660
8DD4 E0100; Adobe-Japan1; CID+22610
8DD5 E0100; Adobe-Japan1; CID+19843
8DD6 E0100; Adobe-Japan1; CID+6795
8DD7 E0100; Adobe-Japan1; CID+17136
8DD9 E0100; Adobe-Japan1; CID+18722
8DDA E0100; Adobe-Japan1; CID+6794
8DDA E0101; Adobe-Japan1; CID+7868
8DDA E0102; Hanyo-Denshi; JA7673
8DDA E0102; Moji_Joho; MJ025283
8DDA E0103; Hanyo-Denshi; FT1991
8DDA E0103; Moji_Joho; MJ025282
8DDA E0104; Hanyo-Denshi; JTBBEB
8DDA E0104; Moji_Joho; MJ025284
8DDA E0105; Moji_Joho; MJ025285
8DDB E0100; Adobe-Japan1; CID+6797
8DDD E0100; Adobe-Japan1; CID+1681
8DDD E0101; Adobe-Japan1; CID+13716
8DDD E0102; Hanyo-Denshi; JA2187
8DDD E0102; Moji_Joho; MJ025289
8DDD E0103; Hanyo-Denshi; KS424550
8DDD E0103; Moji_Joho; MJ025288
8DDF E0100; Adobe-Japan1; CID+6801
8DE1 E0100; Adobe-Japan1; CID+2683
8DE3 E0100; Adobe-Japan1; CID+6802
8DE4 E0100; Adobe-Japan1; CID+15167
8DE4 E0101; Moji_Joho; MJ025295
8DE4 E0102; Moji_Joho; MJ025296
8DE5 E0100; Adobe-Japan1; CID+22611
8DE7 E0100; Adobe-Japan1; CID+19844
8DE8 E0100; Adobe-Japan1; CID+1933
8DE8 E0101; Hanyo-Denshi; JA2457
8DE8 E0101; Moji_Joho; MJ025300
8DE8 E0102; Hanyo-Denshi; KS425330
8DE8 E0102; Moji_Joho; MJ025301
8DEA E0100; Adobe-Japan1; CID+6799
8DEB E0100; Adobe-Japan1; CID+6800
8DEB E0101; Hanyo-Denshi; JA7679
8DEB E0101; Moji_Joho; MJ025304
8DEB E0102; Hanyo-Denshi; JTBBEF
8DEB E0102; Moji_Joho; MJ025305
8DEC E0100; Adobe-Japan1; CID+15168
8DEF E0100; Adobe-Japan1; CID+4047
8DF0 E0100; Adobe-Japan1; CID+22612
8DF0 E0101; Hanyo-Denshi; JB6378
8DF0 E0101; Moji_Joho; MJ025310
8DF0 E0102; Hanyo-Denshi; KS426260
8DF0 E0102; Moji_Joho; MJ025311
8DF1 E0100; Adobe-Japan1; CID+19845
8DF2 E0100; Adobe-Japan1; CID+19846
8DF3 E0100; Adobe-Japan1; CID+3027
8DF3 E0101; Adobe-Japan1; CID+13480
8DF3 E0102; Moji_Joho; MJ025314
8DF3 E0103; Moji_Joho; MJ025315
8DF4 E0100; Adobe-Japan1; CID+19847
8DF5 E0100; Adobe-Japan1; CID+2731
8DFC E0100; Adobe-Japan1; CID+6803
8DFD E0100; Adobe-Japan1; CID+18725
8DFF E0100; Adobe-Japan1; CID+6806
8E01 E0100; Adobe-Japan1; CID+19848
8E04 E0100; Adobe-Japan1; CID+22614
8E05 E0100; Adobe-Japan1; CID+22615
8E06 E0100; Adobe-Japan1; CID+18726
8E08 E0100; Adobe-Japan1; CID+6804
8E09 E0100; Adobe-Japan1; CID+6805
8E09 E0101; Adobe-Japan1; CID+7869
8E09 E0102; Hanyo-Denshi; JA7684
8E09 E0102; Moji_Joho; MJ025331
8E09 E0103; Hanyo-Denshi; FT1992
8E09 E0103; Moji_Joho; MJ025332
8E0A E0100; Adobe-Japan1; CID+3907
8E0B E0100; Adobe-Japan1; CID+19849
8E0C E0100; Adobe-Japan1; CID+18723
8E0F E0100; Adobe-Japan1; CID+3199
8E10 E0100; Adobe-Japan1; CID+6809
8E11 E0100; Adobe-Japan1; CID+22616
8E14 E0100; Adobe-Japan1; CID+18728
8E16 E0100; Adobe-Japan1; CID+18729
8E1D E0100; Adobe-Japan1; CID+6807
8E1E E0100; Adobe-Japan1; CID+6808
8E1F E0100; Adobe-Japan1; CID+6810
8E20 E0100; Adobe-Japan1; CID+15169
8E21 E0100; Adobe-Japan1; CID+18730
8E22 E0100; Adobe-Japan1; CID+18731
8E23 E0100; Adobe-Japan1; CID+17137
8E26 E0100; Adobe-Japan1; CID+19850
8E27 E0100; Adobe-Japan1; CID+18732
8E2A E0100; Adobe-Japan1; CID+6824
8E30 E0100; Adobe-Japan1; CID+6813
8E30 E0101; Hanyo-Denshi; JA7692
8E30 E0101; Moji_Joho; MJ025364
8E30 E0102; Hanyo-Denshi; FT2566
8E30 E0102; Moji_Joho; MJ025365
8E31 E0100; Adobe-Japan1; CID+19851
8E33 E0100; Adobe-Japan1; CID+22617
8E34 E0100; Adobe-Japan1; CID+6814
8E34 E0101; Adobe-Japan1; CID+14225
8E35 E0100; Adobe-Japan1; CID+6812
8E36 E0100; Adobe-Japan1; CID+18735
8E37 E0100; Adobe-Japan1; CID+22618
8E38 E0100; Adobe-Japan1; CID+22619
8E38 E0101; Moji_Joho; MJ025373
8E38 E0102; Moji_Joho; MJ025374
8E39 E0100; Adobe-Japan1; CID+18736
8E3D E0100; Adobe-Japan1; CID+17138
8E40 E0100; Adobe-Japan1; CID+19852
8E41 E0100; Adobe-Japan1; CID+19853
8E42 E0100; Adobe-Japan1; CID+6811
8E43 E0100; Hanyo-Denshi; IP8E43
8E43 E0100; Moji_Joho; MJ025385
8E43 E0101; Hanyo-Denshi; KS427120
8E43 E0101; Moji_Joho; MJ025386
8E44 E0100; Adobe-Japan1; CID+3097
8E44 E0101; Hanyo-Denshi; JA3693
8E44 E0101; Moji_Joho; MJ025387
8E44 E0102; Hanyo-Denshi; KS427260
8E44 E0102; Moji_Joho; MJ025388
8E46 E0100; Hanyo-Denshi; IB0908
8E46 E0100; Moji_Joho; MJ025390
8E46 E0101; Hanyo-Denshi; IP8E46
8E46 E0101; Moji_Joho; MJ025391
8E47 E0100; Adobe-Japan1; CID+6816
8E48 E0100; Adobe-Japan1; CID+6820
8E48 E0101; Hanyo-Denshi; JA7705
8E48 E0101; Moji_Joho; MJ025393
8E48 E0102; Hanyo-Denshi; FT2568
8E48 E0102; Moji_Joho; MJ025394
8E49 E0100; Adobe-Japan1; CID+6817
8E4A E0100; Adobe-Japan1; CID+6815
8E4A E0101; Adobe-Japan1; CID+14226
8E4A E0102; Hanyo-Denshi; JA7694
8E4A E0102; Moji_Joho; MJ025396
8E4A E0103; Hanyo-Denshi; FT2567
8E4A E0103; Moji_Joho; MJ025397
8E4B E0100; Adobe-Japan1; CID+15170
8E4B E0101; Hanyo-Denshi; JB6413
8E4B E0101; Moji_Joho; MJ025398
8E4B E0102; Hanyo-Denshi; KS427760
8E4B E0102; Moji_Joho; MJ025399
8E4C E0100; Adobe-Japan1; CID+6818
8E4D E0100; Adobe-Japan1; CID+19854
8E4E E0100; Adobe-Japan1; CID+22620
8E4F E0100; Adobe-Japan1; CID+19855
8E50 E0100; Adobe-Japan1; CID+6819
8E54 E0100; Adobe-Japan1; CID+18737
8E55 E0100; Adobe-Japan1; CID+6826
8E55 E0101; Hanyo-Denshi; JA7711
8E55 E0101; Moji_Joho; MJ025407
8E55 E0102; Hanyo-Denshi; JTBBFDS
8E55 E0102; Moji_Joho; MJ025408
8E59 E0100; Adobe-Japan1; CID+6821
8E5B E0100; Adobe-Japan1; CID+22621
8E5C E0100; Adobe-Japan1; CID+19856
8E5D E0100; Adobe-Japan1; CID+22622
8E5E E0100; Adobe-Japan1; CID+22623
8E5E E0101; Hanyo-Denshi; JB6421
8E5E E0101; Moji_Joho; MJ025417
8E5E E0102; Hanyo-Denshi; KS428430
8E5E E0102; Moji_Joho; MJ025418
8E5F E0100; Adobe-Japan1; CID+2684
8E60 E0100; Adobe-Japan1; CID+6823
8E61 E0100; Adobe-Japan1; CID+19857
8E62 E0100; Adobe-Japan1; CID+18738
8E62 E0101; Hanyo-Denshi; JB6423
8E62 E0101; Moji_Joho; MJ025422
8E62 E0102; Hanyo-Denshi; KS428410
8E62 E0102; Moji_Joho; MJ025423
8E63 E0100; Adobe-Japan1; CID+6825
8E64 E0100; Adobe-Japan1; CID+6822
8E69 E0100; Adobe-Japan1; CID+19858
8E6C E0100; Adobe-Japan1; CID+15171
8E6D E0100; Adobe-Japan1; CID+18739
8E6E E0100; Hanyo-Denshi; IP8E6E
8E6E E0100; Moji_Joho; MJ025436
8E6E E0101; Hanyo-Denshi; KS428400
8E6E E0101; Moji_Joho; MJ058816
8E6E E0102; Hanyo-Denshi; KS428420
8E6E E0102; Moji_Joho; MJ025435
8E6F E0100; Adobe-Japan1; CID+18740
8E70 E0100; Adobe-Japan1; CID+15172
8E71 E0100; Adobe-Japan1; CID+19859
8E71 E0101; Hanyo-Denshi; JB6429
8E71 E0101; Moji_Joho; MJ025439
8E71 E0102; Hanyo-Denshi; KS429120
8E71 E0102; Moji_Joho; MJ025440
8E72 E0100; Adobe-Japan1; CID+6828
8E72 E0101; Hanyo-Denshi; JA7713
8E72 E0101; Moji_Joho; MJ025441
8E72 E0102; Hanyo-Denshi; FT2570
8E72 E0102; Moji_Joho; MJ025442
8E72 E0103; Hanyo-Denshi; JTBC02
8E72 E0103; Moji_Joho; MJ025443
8E74 E0100; Adobe-Japan1; CID+2365
8E75 E0100; Adobe-Japan1; CID+19860
8E76 E0100; Adobe-Japan1; CID+6827
8E77 E0100; Adobe-Japan1; CID+19861
8E77 E0101; Moji_Joho; MJ025448
8E77 E0102; Moji_Joho; MJ025449
8E79 E0100; Adobe-Japan1; CID+22624
8E7A E0100; Adobe-Japan1; CID+15173
8E7B E0100; Adobe-Japan1; CID+17139
8E7C E0100; Adobe-Japan1; CID+6829
8E81 E0100; Adobe-Japan1; CID+6830
8E82 E0100; Adobe-Japan1; CID+22625
8E83 E0100; Adobe-Japan1; CID+22626
8E84 E0100; Adobe-Japan1; CID+6833
8E85 E0100; Adobe-Japan1; CID+6832
8E87 E0100; Adobe-Japan1; CID+6831
8E87 E0101; Hanyo-Denshi; JA7716
8E87 E0101; Moji_Joho; MJ025461
8E87 E0102; Hanyo-Denshi; KS429320
8E87 E0102; Moji_Joho; MJ025462
8E87 E0103; Hanyo-Denshi; FT2571
8E87 E0103; Moji_Joho; MJ025463
8E89 E0100; Adobe-Japan1; CID+19862
8E89 E0101; Hanyo-Denshi; JB6435
8E89 E0101; Moji_Joho; MJ025465
8E89 E0102; Hanyo-Denshi; KS429380
8E89 E0102; Moji_Joho; MJ025466
8E8A E0100; Adobe-Japan1; CID+6835
8E8B E0100; Adobe-Japan1; CID+6834
8E8D E0100; Adobe-Japan1; CID+3842
8E8D E0101; Adobe-Japan1; CID+14063
8E8D E0102; Hanyo-Denshi; JA4486
8E8D E0102; Moji_Joho; MJ025471
8E8D E0103; Hanyo-Denshi; JTBC03
8E8D E0103; Moji_Joho; MJ025470
8E90 E0100; Adobe-Japan1; CID+19863
8E91 E0100; Adobe-Japan1; CID+6837
8E91 E0101; Adobe-Japan1; CID+13605
8E91 E0102; Hanyo-Denshi; JA7722
8E91 E0102; Moji_Joho; MJ025474
8E91 E0103; Hanyo-Denshi; FT2572
8E91 E0103; Moji_Joho; MJ025475
8E91 E0104; Hanyo-Denshi; FT1737
8E91 E0104; Moji_Joho; MJ025476
8E91 E0105; Moji_Joho; MJ025477
8E92 E0100; Adobe-Japan1; CID+15174
8E93 E0100; Adobe-Japan1; CID+6836
8E94 E0100; Adobe-Japan1; CID+6838
8E95 E0100; Adobe-Japan1; CID+19864
8E98 E0100; Adobe-Japan1; CID+18741
8E99 E0100; Adobe-Japan1; CID+6839
8E9A E0100; Adobe-Japan1; CID+19865
8E9A E0101; Hanyo-Denshi; JB6439
8E9A E0101; Moji_Joho; MJ025485
8E9A E0102; Hanyo-Denshi; KS429920
8E9A E0102; Moji_Joho; MJ058819
8E9A E0103; Hanyo-Denshi; KS429970
8E9A E0103; Moji_Joho; MJ025486
8E9B E0100; Adobe-Japan1; CID+22627
8E9D E0100; Adobe-Japan1; CID+22628
8E9E E0100; Adobe-Japan1; CID+18742
8EA1 E0100; Adobe-Japan1; CID+6841
8EA1 E0101; Adobe-Japan1; CID+13606
8EA1 E0102; Moji_Joho; MJ025492
8EA1 E0103; Moji_Joho; MJ025493
8EA1 E0104; Moji_Joho; MJ025494
8EA2 E0100; Adobe-Japan1; CID+22629
8EA7 E0100; Adobe-Japan1; CID+19866
8EA9 E0100; Adobe-Japan1; CID+19867
8EAA E0100; Adobe-Japan1; CID+6840
8EAA E0101; Hanyo-Denshi; JA7725
8EAA E0101; Moji_Joho; MJ025503
8EAA E0102; Hanyo-Denshi; KS430420
